removed_filepath,filename,original_split,original_folder,target_class,md5,canonical_destination,removal_reason
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\438.jpeg,438.jpeg,train,CANCER 1,CANCER,c6e59ac8d6c2be407f819a3a9b4845c4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_372.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\483.jpeg,483.jpeg,train,CANCER 1,CANCER,860f192c6b9a3b67a0ca08c2e58ca032,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_374.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\377.jpeg,377.jpeg,train,CANCER,CANCER,94f3468233965cc6fa22934720ee99f3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_442.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\443.jpeg,443.jpeg,train,CANCER 1,CANCER,1925a4c198cff1e6bb24cd064b4946a1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_378.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\444.jpeg,444.jpeg,train,CANCER 1,CANCER,fd7e74a48fc5e9777467052f2125b2a1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_379.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\445.jpeg,445.jpeg,train,CANCER 1,CANCER,0eba28c6959ee67b8341ad017873c5cc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_380.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\446.jpeg,446.jpeg,train,CANCER 1,CANCER,aead7e292e60cfd04089febb84da2504,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_381.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\447.jpeg,447.jpeg,train,CANCER 1,CANCER,4353c16a6f0f0e6a0463ee35dd9fb09a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_382.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\448.jpeg,448.jpeg,train,CANCER 1,CANCER,4c71bfedbc67211944666b3d9d33fc4f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_383.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\450.jpeg,450.jpeg,train,CANCER 1,CANCER,361403898ebc9537356689f338fbd938,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_386.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\387.jpeg,387.jpeg,train,CANCER,CANCER,8326af63997384b8ad2cda4fad393620,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_451.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\453.jpeg,453.jpeg,train,CANCER 1,CANCER,36a3fbd53fb6df334e9f59bb0cc7c51f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_389.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\454.jpeg,454.jpeg,train,CANCER 1,CANCER,48014ad7c64ad1436097dcfb34167d0a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_390.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\455.jpeg,455.jpeg,train,CANCER 1,CANCER,eb6102037a4d268f22c3233b75f4ed7a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_391.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\456.jpeg,456.jpeg,train,CANCER 1,CANCER,fd64a760f7f1fa5822cc197ba43f05d4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_392.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\458.jpeg,458.jpeg,train,CANCER 1,CANCER,120b03e0b10c8d7500ef4111639e1403,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_394.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\395.jpeg,395.jpeg,train,CANCER,CANCER,8ad1e13c18d330313512a2b60ead1a4e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_459.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\463.jpeg,463.jpeg,train,CANCER 1,CANCER,a16efd6c43debc20b327a8243b26470d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_400.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\464.jpeg,464.jpeg,train,CANCER 1,CANCER,cc3dcbb73a3fc734506f85c012bc91b7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_401.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\465.jpeg,465.jpeg,train,CANCER 1,CANCER,e355c77e683c13e592918ef12697dc33,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_402.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\403.jpeg,403.jpeg,train,CANCER,CANCER,267e30e88aad3ad547c5b7b80e51eac6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_466.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\404.jpeg,404.jpeg,train,CANCER,CANCER,f4b253bff8c3dbc690cdf88f9d7de46d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_467.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\468.jpeg,468.jpeg,train,CANCER 1,CANCER,1eba440b208039714ad46608f135b56e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_405.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\469.jpeg,469.jpeg,train,CANCER 1,CANCER,37362588d46e9cbbaba824ceb9249322,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_406.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\471.jpeg,471.jpeg,train,CANCER 1,CANCER,a7463f012860c67340d59f60afc9433f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_409.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\473.jpeg,473.jpeg,train,CANCER 1,CANCER,902aee8be97b77a980fad82118c0b905,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_410.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\412.jpeg,412.jpeg,train,CANCER,CANCER,cf2d16702d57fb70920fe8007a3adb15,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_477.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\479.jpeg,479.jpeg,train,CANCER 1,CANCER,9115b5901c878e892916aa2be1981a21,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_413.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\481.jpeg,481.jpeg,train,CANCER 1,CANCER,abf634164ce29f57d39637d59cd7face,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_416.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\419.jpeg,419.jpeg,train,CANCER,CANCER,945d2c099ca4c40e538ebde0da3c3870,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_485.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\487.jpeg,487.jpeg,train,CANCER 1,CANCER,4e36ce2f7a06273bcedfa47a5a4b6580,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_421.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\488.jpeg,488.jpeg,train,CANCER 1,CANCER,4d736a006ee1905da3f80729f2a84288,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_422.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\490.jpeg,490.jpeg,train,CANCER 1,CANCER,2721da1a4592a60ae6aaa0f63804ea36,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_425.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\491.jpeg,491.jpeg,train,CANCER 1,CANCER,74f1e32fe3591df5f181a29caeaca7ae,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_426.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\492.jpeg,492.jpeg,train,CANCER 1,CANCER,8deb0ca37792c95a3f5ee86026c6729f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_427.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\495.jpeg,495.jpeg,train,CANCER 1,CANCER,5cd42cdb8d9dde7b4d4872a69b5dc8fc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_430.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\431.jpeg,431.jpeg,train,CANCER,CANCER,df99fa9ff6a4abfa2fbea64731c40c46,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_496.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\497.jpeg,497.jpeg,train,CANCER 1,CANCER,30179a3e25b9a19fdc5f95df131545be,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_432.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\499.jpeg,499.jpeg,train,CANCER 1,CANCER,0d17d406bc9831a46079b722ea3c77f3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_434.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\500.jpeg,500.jpeg,train,CANCER 1,CANCER,62a2ccebd442cdf1dd5e8682a475e3ba,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_437.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\012.jpeg,012.jpeg,train,CANCER 1,CANCER,061a0e0d29e6c7b736f94f218d96157d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_011.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\013.jpeg,013.jpeg,train,CANCER 1,CANCER,b28a638acc4e0215a5843876dd914923,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_012.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\078.jpeg,078.jpeg,train,CANCER 1,CANCER,1627a28126721eb7e934d913d6879985,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_061.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\088.jpeg,088.jpeg,train,CANCER 1,CANCER,1ec6d52494fab85f41cb81d42b5df573,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_070.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\091.jpeg,091.jpeg,train,CANCER 1,CANCER,16127cfb7b05bf06a63401c5946abcdc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_073.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\098.jpeg,098.jpeg,train,CANCER 1,CANCER,9475d3b9a0ed78c5e37dd7305a891295,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_077.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\102.jpeg,102.jpeg,train,CANCER 1,CANCER,0e95011b46ed36d7d7ba2977fd2e789d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_0e95011b_083.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\125.jpeg,125.jpeg,train,CANCER 1,CANCER,b182371cf99d78cb897ccc5965e8779a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_107.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\127.jpeg,127.jpeg,train,CANCER 1,CANCER,755a595021da3d710cdf318ab5847149,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_109.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\128.jpeg,128.jpeg,train,CANCER 1,CANCER,a1f0bdecffeb39de2ee40808cb1b9065,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_a1f0bdec_110.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\130.jpeg,130.jpeg,train,CANCER 1,CANCER,3f00c35d7dc3cd47ca54bdf0a2604229,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_112.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\132.jpeg,132.jpeg,train,CANCER 1,CANCER,281eaaabff6c14478f809580edd8e0a6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_114.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\135.jpeg,135.jpeg,train,CANCER 1,CANCER,7834b305da6bcdab4495715df7e9db94,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_116.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\139.jpeg,139.jpeg,train,CANCER 1,CANCER,d3770260eb1b9eb91a149698c05b23a6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_120.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\140.jpeg,140.jpeg,train,CANCER 1,CANCER,51b7178a80a8ef608647e0e5d08a7363,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_121.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\148.jpeg,148.jpeg,train,CANCER 1,CANCER,943c2bb2a69a33df5c12df81a5ad16e3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_126.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\150.jpeg,150.jpeg,train,CANCER 1,CANCER,8a50987eb1fca18306bcf098dd39ab29,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_130.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\156.jpeg,156.jpeg,train,CANCER 1,CANCER,cb52398ed4655f33f0c42c52a56ba53b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_135.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\158.jpeg,158.jpeg,train,CANCER 1,CANCER,c26f86e1cf9ba4c2af24eb48f85d6bea,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_137.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\168.jpeg,168.jpeg,train,CANCER 1,CANCER,37f01a738994133d01dc4b11853f6054,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_147.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\177.jpeg,177.jpeg,train,CANCER 1,CANCER,145dd6066ee6dc57650b860522d8bd1a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_157.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\188.jpeg,188.jpeg,train,CANCER 1,CANCER,01592b043e5a4b00d88252b4b4e602e1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_168.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\190.jpeg,190.jpeg,train,CANCER 1,CANCER,2c4ef677820b4898149ea7a17e10f54f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_171.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\191.jpeg,191.jpeg,train,CANCER 1,CANCER,3728c343253d22765fd366f09442f9c2,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_172.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\200.jpeg,200.jpeg,train,CANCER 1,CANCER,93b0b616a5a065d1573334d2f9fd7dcf,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_181.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\204.jpeg,204.jpeg,train,CANCER 1,CANCER,c1a31dbe697e50108b59da9478023d2f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_184.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\208.jpeg,208.jpeg,train,CANCER 1,CANCER,f390856107acfe6ed7476c976da19b91,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_187.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\218.jpeg,218.jpeg,train,CANCER 1,CANCER,f94524dd909b27d8fffcea2ceda4836d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_198.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\221.jpeg,221.jpeg,train,CANCER 1,CANCER,0848a07993365e3e10b17f4adda3dd7e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_202.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\243.jpeg,243.jpeg,train,CANCER 1,CANCER,19aa756a8edcaf5fe09f3c03b4dda1cc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_221.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\244.jpeg,244.jpeg,train,CANCER 1,CANCER,e77e23cbc4357302b3d58feca1bda451,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_222.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\253.jpeg,253.jpeg,train,CANCER 1,CANCER,a7234fda0b57c221707f564fceaae1b2,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_231.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\256.jpeg,256.jpeg,train,CANCER 1,CANCER,befed06da62cdaafaa467d1e4b14bb7d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_234.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\268.jpeg,268.jpeg,train,CANCER 1,CANCER,a656c68d03a81732259d6ba5c4dfde2a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_245.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\269.jpeg,269.jpeg,train,CANCER 1,CANCER,cbfa0640a00fe84cd24e8ec101137055,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_246.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\271.jpeg,271.jpeg,train,CANCER 1,CANCER,ca6589c5db7e71170b331ee5b9755e7b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_ca6589c5_249.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\273.jpeg,273.jpeg,train,CANCER 1,CANCER,ad6e1353db8e071a18427034de4d5262,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_251.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\279.jpeg,279.jpeg,train,CANCER 1,CANCER,1fc02f89df676a29e30df97692682d10,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_255.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\281.jpeg,281.jpeg,train,CANCER 1,CANCER,10ea384f9359af507eca4d31bd466516,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_258.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\282.jpeg,282.jpeg,train,CANCER 1,CANCER,2e09d1256382d5a0cede4b8435b7de27,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_2e09d125_259.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\283.jpeg,283.jpeg,train,CANCER 1,CANCER,8e52ad7f0276b0cbb4a8df65d200fe38,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_260.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\285.jpeg,285.jpeg,train,CANCER 1,CANCER,25c1c04dfd12c5fad173408a150d5258,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_262.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\315.jpeg,315.jpeg,train,CANCER 1,CANCER,db4139ebde8a982da63fe3cff2f759f6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_284.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
